slot,ix_name,ix_args,error
446,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 1767527516, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
449,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 1985067306, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
455,add_liquidity,"{'n_shares': 7368471319, 'market_index': 0}",
458,add_liquidity,"{'n_shares': 58524757933, 'market_index': 0}",
461,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 1233453812, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
464,remove_liquidity,"{'shares_to_burn': 121154700000, 'market_index': 0}",
470,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 1245530548, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
477,add_liquidity,"{'n_shares': 44963034557, 'market_index': 0}",
480,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 135256439, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
483,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 25915326, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
488,add_liquidity,"{'n_shares': 38865031076, 'market_index': 0}",
492,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 1592243932, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
497,remove_liquidity,"{'shares_to_burn': 87063900000, 'market_index': 0}",
501,add_liquidity,"{'n_shares': 64427054311, 'market_index': 0}",
504,remove_liquidity,"{'shares_to_burn': 123231100000, 'market_index': 0}",
507,remove_liquidity,"{'shares_to_burn': 109390000000, 'market_index': 0}",
513,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 1977949777, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
522,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 2104692622, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
527,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 59273978, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
530,add_liquidity,"{'n_shares': 40848587478, 'market_index': 0}",
536,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 424708023, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
540,add_liquidity,"{'n_shares': 60611834882, 'market_index': 0}",
543,add_liquidity,"{'n_shares': 76592743535, 'market_index': 0}",
546,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 2250945366, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
549,add_liquidity,"{'n_shares': 63652251065, 'market_index': 0}",
552,add_liquidity,"{'n_shares': 69178404085, 'market_index': 0}",
555,remove_liquidity,"{'shares_to_burn': 40848500000, 'market_index': 0}",
558,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 346248523, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
563,add_liquidity,"{'n_shares': 21146817352, 'market_index': 0}",
566,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 1015966451, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
570,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 161959162, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
573,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 172267883, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
576,remove_liquidity,"{'shares_to_burn': 21146800000, 'market_index': 0}",
582,add_liquidity,"{'n_shares': 23521821489, 'market_index': 0}",
585,add_liquidity,"{'n_shares': 4444522324, 'market_index': 0}",
588,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 2455656068, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
591,remove_liquidity,"{'shares_to_burn': 200810800000, 'market_index': 0}",
594,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 2246191948, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
597,add_liquidity,"{'n_shares': 38440066655, 'market_index': 0}",
600,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Long': Container()}, 'user_order_id': 0, 'base_asset_amount': 2196335254, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
606,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 868694956, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
611,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 1710665596, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
614,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 1883130003, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
617,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 101099969, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
620,add_liquidity,"{'n_shares': 87198148090, 'market_index': 0}",
623,remove_liquidity,"{'shares_to_burn': 38440000000, 'market_index': 0}",
626,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 1422836501, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
632,remove_liquidity,"{'shares_to_burn': 23521800000, 'market_index': 0}",
635,add_liquidity,"{'n_shares': 89545668505, 'market_index': 0}",
641,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 492073049, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
646,remove_liquidity,"{'shares_to_burn': 89545600000, 'market_index': 0}",
649,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Long': Container()}, 'user_order_id': 0, 'base_asset_amount': 425825943, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
652,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 2606844019, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
658,add_liquidity,"{'n_shares': 54459383845, 'market_index': 0}",
661,remove_liquidity,"{'shares_to_burn': 4444500000, 'market_index': 0}",
666,remove_liquidity,"{'shares_to_burn': 54459300000, 'market_index': 0}",
673,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 2731283165, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
679,add_liquidity,"{'n_shares': 11920883517, 'market_index': 0}",
684,remove_liquidity,"{'shares_to_burn': 163790800000, 'market_index': 0}",
687,add_liquidity,"{'n_shares': 16517611302, 'market_index': 0}",
696,remove_liquidity,"{'shares_to_burn': 11920800000, 'market_index': 0}",
700,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 2465878361, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
703,add_liquidity,"{'n_shares': 842215438, 'market_index': 0}",
706,remove_liquidity,"{'shares_to_burn': 16517600000, 'market_index': 0}",
709,add_liquidity,"{'n_shares': 54037982671, 'market_index': 0}",
715,add_liquidity,"{'n_shares': 73625851250, 'market_index': 0}",
718,remove_liquidity,"{'shares_to_burn': 842200000, 'market_index': 0}",
723,remove_liquidity,"{'shares_to_burn': 54037900000, 'market_index': 0}",
735,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 957044009, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
744,add_liquidity,"{'n_shares': 45206185243, 'market_index': 0}",
751,add_liquidity,"{'n_shares': 66378479673, 'market_index': 0}",
755,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 2036118542, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
758,add_liquidity,"{'n_shares': 22688958917, 'market_index': 0}",
761,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 465920232, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
764,remove_liquidity,"{'shares_to_burn': 185210300000, 'market_index': 0}",
776,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 880792659, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
779,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Long': Container()}, 'user_order_id': 0, 'base_asset_amount': 2495058704, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
782,add_liquidity,"{'n_shares': 45628969308, 'market_index': 0}",
794,add_liquidity,"{'n_shares': 61301883956, 'market_index': 0}",
798,add_liquidity,"{'n_shares': 88822683147, 'market_index': 0}",
801,remove_liquidity,"{'shares_to_burn': 22688900000, 'market_index': 0}",
804,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 2621456623, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
813,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 2808383310, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
816,remove_liquidity,"{'shares_to_burn': 134451500000, 'market_index': 0}",
821,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 684317379, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
825,add_liquidity,"{'n_shares': 2160356569, 'market_index': 0}",
828,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 1702804081, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
831,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 288947604, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
834,add_liquidity,"{'n_shares': 38235113280, 'market_index': 0}",
837,remove_liquidity,"{'shares_to_burn': 63462100000, 'market_index': 0}",
843,remove_liquidity,"{'shares_to_burn': 38235100000, 'market_index': 0}",
846,add_liquidity,"{'n_shares': 14598225262, 'market_index': 0}",
854,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Long': Container()}, 'user_order_id': 0, 'base_asset_amount': 461011689, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
864,remove_liquidity,"{'shares_to_burn': 14598200000, 'market_index': 0}",
867,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 968867954, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
872,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 728545970, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
873,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 610374658, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
875,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 1613853713, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
876,add_liquidity,"{'n_shares': 20406491862, 'market_index': 0}",
879,add_liquidity,"{'n_shares': 5235948645, 'market_index': 0}",
880,remove_liquidity,"{'shares_to_burn': 5235900000, 'market_index': 0}",
885,add_liquidity,"{'n_shares': 14154370052, 'market_index': 0}",
891,remove_liquidity,"{'shares_to_burn': 20406400000, 'market_index': 0}",
894,add_liquidity,"{'n_shares': 94359308267, 'market_index': 0}",
900,add_liquidity,"{'n_shares': 56624872961, 'market_index': 0}",
911,add_liquidity,"{'n_shares': 86800863901, 'market_index': 0}",
914,remove_liquidity,"{'shares_to_burn': 14154300000, 'market_index': 0}",
917,add_liquidity,"{'n_shares': 5188908057, 'market_index': 0}",
920,remove_liquidity,"{'shares_to_burn': 143425600000, 'market_index': 0}",
924,remove_liquidity,"{'shares_to_burn': 94359300000, 'market_index': 0}",
927,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 1198014560, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
930,remove_liquidity,"{'shares_to_burn': 5188900000, 'market_index': 0}",
938,add_liquidity,"{'n_shares': 52899031893, 'market_index': 0}",
948,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 2670509135, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
953,add_liquidity,"{'n_shares': 16426315709, 'market_index': 0}",
957,remove_liquidity,"{'shares_to_burn': 52899000000, 'market_index': 0}",
960,add_liquidity,"{'n_shares': 31719971050, 'market_index': 0}",
965,add_liquidity,"{'n_shares': 77489733641, 'market_index': 0}",
969,remove_liquidity,"{'shares_to_burn': 77489700000, 'market_index': 0}",
980,remove_liquidity,"{'shares_to_burn': 31719900000, 'market_index': 0}",
983,remove_liquidity,"{'shares_to_burn': 16426300000, 'market_index': 0}",
986,add_liquidity,"{'n_shares': 61336286964, 'market_index': 0}",
991,add_liquidity,"{'n_shares': 563887786, 'market_index': 0}",
995,remove_liquidity,"{'shares_to_burn': 563800000, 'market_index': 0}",
1000,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 214511585, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
1004,remove_liquidity,"{'shares_to_burn': 61336200000, 'market_index': 0}",
1016,add_liquidity,"{'n_shares': 44845486550, 'market_index': 0}",
1021,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 2616571365, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
1022,remove_liquidity,"{'shares_to_burn': 44845400000, 'market_index': 0}",
1027,open_position,"{'maker_order_id': None, 'params': {'order_type': {'Market': Container()}, 'market_type': {'Perp': Container()}, 'direction': {'Short': Container()}, 'user_order_id': 0, 'base_asset_amount': 137763653, 'price': 0, 'market_index': 0, 'reduce_only': False, 'post_only': False, 'immediate_or_cancel': False, 'trigger_price': None, 'trigger_condition': {'Below': Container()}, 'oracle_price_offset': None, 'auction_duration': None, 'time_in_force': None, 'auction_start_price': None}}",
